Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN6290233-1,    19.4499,   -59.46,  0.0336638,   -73.56,    10.5716,    65.08,          0,     0.00,    16.0513,   -26.64,    19.4504,   120.53,  0.0319872,   106.44,    10.5719,  -114.93,          0,     0.00,    16.0513,   153.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6991377-13,    19.3688,   -59.39,          0,     0.00,          0,     0.00,          0,     0.00,    19.3688,   -59.39,    19.3691,   120.60,          0,     0.00,          0,     0.00,          0,     0.00,    19.3691,   120.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199556-1,     1.2747,   -59.29,          0,     0.00,          0,     0.00,          0,     0.00,     1.2747,   -59.29,    1.27513,   120.63,          0,     0.00,          0,     0.00,          0,     0.00,    1.27513,   120.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5744323-1,    6.90471,    65.58,          0,     0.00,          0,     0.00,          0,     0.00,    6.90471,    65.58,    6.90499,  -114.43,          0,     0.00,          0,     0.00,          0,     0.00,    6.90499,  -114.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5745347-1,    103.602,   -30.08,    126.105,  -155.64,    153.917,    82.26,          0,     0.00,    48.7759,    95.28,    103.602,   149.92,    126.105,    24.36,    153.917,   -97.74,          0,     0.00,    48.7759,   -84.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047561-1,    60.8877,   -13.41,    83.1642,  -147.42,    44.0022,   136.24,          0,     0.00,    51.2612,  -146.27,    60.8857,   166.59,    83.1632,    32.58,    43.9981,   -43.76,          0,     0.00,    51.2612,    33.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411389-1,    18.0788,   -55.61,          0,     0.00,          0,     0.00,          0,     0.00,    18.0788,   -55.61,    18.0788,   124.39,          0,     0.00,          0,     0.00,          0,     0.00,    18.0788,   124.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5774453-1,    61.8348,   -14.19,    83.9008,  -147.69,    44.2957,   135.19,          0,     0.00,    51.2379,  -145.83,    61.8334,   165.81,    83.9001,    32.31,    44.2928,   -44.81,          0,     0.00,     51.238,    34.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926303-1,    8.33782,    65.62,          0,     0.00,          0,     0.00,          0,     0.00,    8.33782,    65.62,    8.33827,  -114.39,          0,     0.00,          0,     0.00,          0,     0.00,    8.33827,  -114.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5770318-1,    59.6604,   -59.46,     14.872,   179.15,    28.5505,    65.03,          0,     0.00,     37.353,   -42.59,    59.6605,   120.54,    14.8721,    -0.85,    28.5505,  -114.97,          0,     0.00,     37.353,   137.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5958702-3,    3.91334,    64.48,          0,     0.00,          0,     0.00,          0,     0.00,    3.91334,    64.48,    3.91375,  -115.54,          0,     0.00,          0,     0.00,          0,     0.00,    3.91375,  -115.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5804806-1,    15.9753,   -59.67,          0,     0.00,          0,     0.00,          0,     0.00,    15.9753,   -59.67,    15.9755,   120.32,          0,     0.00,          0,     0.00,          0,     0.00,    15.9755,   120.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5561521-1,    4.80086,    66.74,          0,     0.00,          0,     0.00,          0,     0.00,    4.80086,    66.74,    4.80155,  -113.29,          0,     0.00,          0,     0.00,          0,     0.00,    4.80155,  -113.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199521-1,   0.858936,    65.64,          0,     0.00,          0,     0.00,          0,     0.00,   0.858936,    65.64,   0.859264,  -114.44,          0,     0.00,          0,     0.00,          0,     0.00,   0.859264,  -114.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290240-2, 0.00284309,    48.89, 0.00301856,   -71.85, 0.00297717,   165.25,          0,     0.00, 7.59886E-005,   155.47, 0.00103341,  -131.11, 0.00109719,   108.15, 0.00108214,   -14.75,          0,     0.00, 2.76205E-005,   -24.53,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81018877-1,    2.19504,    64.00,          0,     0.00,          0,     0.00,          0,     0.00,    2.19504,    64.00,    2.19568,  -116.06,          0,     0.00,          0,     0.00,          0,     0.00,    2.19568,  -116.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5860423-1,    282.188,   -59.42,    248.264,   178.34,    202.006,    64.75,          0,     0.00,    56.1427,  -109.16,    282.188,   120.58,    248.264,    -1.66,    202.006,  -115.25,          0,     0.00,    56.1427,    70.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN7064338-3,    2.16151,    67.07,          0,     0.00,          0,     0.00,          0,     0.00,    2.16151,    67.07,    2.16174,  -112.96,          0,     0.00,          0,     0.00,          0,     0.00,    2.16174,  -112.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077801-1,    6.21351,    65.53,          0,     0.00,          0,     0.00,          0,     0.00,    6.21351,    65.53,    6.21407,  -114.49,          0,     0.00,          0,     0.00,          0,     0.00,    6.21407,  -114.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653489-1,    1.40088,   178.35,          0,     0.00,          0,     0.00,          0,     0.00,    1.40088,   178.35,    1.40201,    -1.82,          0,     0.00,          0,     0.00,          0,     0.00,    1.40201,    -1.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199515-1,    4.87823,   178.21,          0,     0.00,          0,     0.00,          0,     0.00,    4.87823,   178.21,    4.87832,    -1.80,          0,     0.00,          0,     0.00,          0,     0.00,    4.87832,    -1.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380819-1,    9.64381,   178.05,          0,     0.00,          0,     0.00,          0,     0.00,    9.64381,   178.05,    9.64423,    -1.96,          0,     0.00,          0,     0.00,          0,     0.00,    9.64423,    -1.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN4641075_SW,    265.589,   -59.42,    239.291,   178.34,    199.512,    64.75,          0,     0.00,    45.4081,  -114.68,    265.589,   120.58,    239.291,    -1.66,    199.512,  -115.25,          0,     0.00,    45.4081,    65.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5860423-3,    265.589,   -59.42,    239.291,   178.34,    199.512,    64.75,          0,     0.00,    45.4081,  -114.68,    265.589,   120.58,    239.291,    -1.66,    199.512,  -115.25,          0,     0.00,    45.4081,    65.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5622467-4,    12.6625,   -51.53,    13.8486,  -171.54,    14.2491,    69.15,          0,     0.00,    1.55658,   118.75,    12.6634,   128.45,    13.8496,     8.44,    14.2498,  -110.87,          0,     0.00,    1.55649,   -61.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81043320-3,    13.2959,    64.13,          0,     0.00,          0,     0.00,          0,     0.00,    13.2959,    64.13,    13.2993,  -115.92,          0,     0.00,          0,     0.00,          0,     0.00,    13.2993,  -115.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290213-1,    3.21401,   -59.78,          0,     0.00,          0,     0.00,          0,     0.00,    3.21401,   -59.78,    3.21429,   120.20,          0,     0.00,          0,     0.00,          0,     0.00,    3.21429,   120.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6140774-2,    2.03207,   -59.09,          0,     0.00,          0,     0.00,          0,     0.00,    2.03207,   -59.09,    2.03235,   120.88,          0,     0.00,          0,     0.00,          0,     0.00,    2.03235,   120.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5500984-4,    16.2417,   -56.24,          0,     0.00,          0,     0.00,          0,     0.00,    16.2417,   -56.24,    16.2417,   123.76,          0,     0.00,          0,     0.00,          0,     0.00,    16.2417,   123.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6412366-1,    1.99133,  -174.19,          0,     0.00,          0,     0.00,          0,     0.00,    1.99133,  -174.19,    1.99164,     5.78,          0,     0.00,          0,     0.00,          0,     0.00,    1.99164,     5.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6383058-1,    1.28542,   -59.82,          0,     0.00,          0,     0.00,          0,     0.00,    1.28542,   -59.82,    1.28545,   120.17,          0,     0.00,          0,     0.00,          0,     0.00,    1.28545,   120.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5649361-2,    1.42403,    66.03,          0,     0.00,          0,     0.00,          0,     0.00,    1.42403,    66.03,    1.42428,  -114.01,          0,     0.00,          0,     0.00,          0,     0.00,    1.42428,  -114.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562930-1,   0.754405,   -55.21,          0,     0.00,          0,     0.00,          0,     0.00,   0.754405,   -55.21,   0.754826,   124.67,          0,     0.00,          0,     0.00,          0,     0.00,   0.754826,   124.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5863825-1,    1.40472,   179.84,          0,     0.00,          0,     0.00,          0,     0.00,    1.40472,   179.84,    1.40529,    -0.24,          0,     0.00,          0,     0.00,          0,     0.00,    1.40529,    -0.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290212-1,    87.6509,   -25.33,     100.42,  -150.64,    86.3601,    95.31,          0,     0.00,    16.3125,  -177.37,    87.6503,   154.67,     100.42,    29.36,    86.3594,   -84.69,          0,     0.00,    16.3125,     2.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5714046-1,     1.4281,   178.24,          0,     0.00,          0,     0.00,          0,     0.00,     1.4281,   178.24,    1.42865,    -1.85,          0,     0.00,          0,     0.00,          0,     0.00,    1.42865,    -1.85,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5682448-2,   0.568764,    64.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.568764,    64.95,   0.568818,  -115.07,          0,     0.00,          0,     0.00,          0,     0.00,   0.568818,  -115.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
